Datetime,Open,High,Low,Close,Adj Close,Volume
2024-11-14 09:30:00-05:00,5989.68017578125,5993.5400390625,5989.0400390625,5991.43017578125,5991.43017578125,0
2024-11-14 09:31:00-05:00,5991.16015625,5993.22998046875,5990.85009765625,5990.85009765625,5990.85009765625,27177687
2024-11-14 09:32:00-05:00,5990.919921875,5991.39013671875,5990.75,5990.75,5990.75,0
2024-11-14 09:34:00-05:00,5990.41015625,5993.8798828125,5990.0,5992.64990234375,5992.64990234375,126776471
2024-11-14 09:35:00-05:00,5992.68994140625,5993.35009765625,5991.60986328125,5991.60986328125,5991.60986328125,5366939
2024-11-14 09:38:00-05:00,5986.77978515625,5986.77978515625,5985.7099609375,5985.83984375,5985.83984375,28953520
2024-11-14 09:39:00-05:00,5985.4599609375,5985.740234375,5983.83984375,5983.919921875,5983.919921875,7643643
2024-11-14 09:40:00-05:00,5983.56982421875,5984.490234375,5981.64013671875,5983.06982421875,5983.06982421875,8778212
2024-11-14 09:41:00-05:00,5983.0498046875,5983.0498046875,5976.3798828125,5976.5,5976.5,8776480
2024-11-14 09:42:00-05:00,5976.5,5979.2001953125,5976.5,5977.81005859375,5977.81005859375,6906878
2024-11-14 09:43:00-05:00,5978.02001953125,5978.990234375,5974.66015625,5974.66015625,5974.66015625,6916147
2024-11-14 09:44:00-05:00,5974.740234375,5975.43017578125,5973.7099609375,5974.43994140625,5974.43994140625,7125042
2024-11-14 09:45:00-05:00,5974.490234375,5977.06005859375,5973.740234375,5975.2998046875,5975.2998046875,8720409
2024-11-14 09:46:00-05:00,5975.2001953125,5976.10986328125,5975.02001953125,5975.47998046875,5975.47998046875,7847659
2024-11-14 09:47:00-05:00,5975.3701171875,5975.7900390625,5972.72998046875,5974.2099609375,5974.2099609375,7938313
2024-11-14 09:48:00-05:00,5974.9599609375,5978.18994140625,5974.9599609375,5976.56005859375,5976.56005859375,7758069
2024-11-14 09:49:00-05:00,5976.490234375,5978.89013671875,5975.66015625,5978.81005859375,5978.81005859375,7426406
2024-11-14 09:50:00-05:00,5979.02001953125,5984.47998046875,5979.02001953125,5984.08984375,5984.08984375,9338647
2024-11-14 09:51:00-05:00,5984.18994140625,5984.18994140625,5981.919921875,5983.02978515625,5983.02978515625,6685227
2024-11-14 09:52:00-05:00,5983.06005859375,5983.27978515625,5977.68017578125,5977.68017578125,5977.68017578125,6915754
2024-11-14 09:53:00-05:00,5977.919921875,5979.02978515625,5976.27001953125,5978.509765625,5978.509765625,6193369
2024-11-14 09:54:00-05:00,5978.77978515625,5980.66015625,5978.68017578125,5979.2099609375,5979.2099609375,6985606
2024-11-14 09:55:00-05:00,5979.0400390625,5980.0498046875,5978.9501953125,5979.25,5979.25,7331572
2024-11-14 09:56:00-05:00,5979.27978515625,5980.35986328125,5978.240234375,5979.6201171875,5979.6201171875,7107970
2024-11-14 09:57:00-05:00,5979.39013671875,5981.64990234375,5978.75,5979.2099609375,5979.2099609375,6271901
2024-11-14 09:58:00-05:00,5979.02978515625,5979.919921875,5977.91015625,5978.81982421875,5978.81982421875,5806572
2024-11-14 09:59:00-05:00,5978.77978515625,5979.60009765625,5977.72998046875,5977.89013671875,5977.89013671875,7870981
2024-11-14 10:00:00-05:00,5979.77978515625,5979.77978515625,5976.06982421875,5976.7099609375,5976.7099609375,8590632
2024-11-14 10:01:00-05:00,5976.93994140625,5977.8701171875,5975.580078125,5977.43017578125,5977.43017578125,6647673
2024-11-14 10:02:00-05:00,5977.5400390625,5977.9599609375,5976.669921875,5977.66015625,5977.66015625,6239434
2024-11-14 10:03:00-05:00,5977.43994140625,5977.7099609375,5975.3701171875,5975.509765625,5975.509765625,6935348
2024-11-14 10:04:00-05:00,5975.52978515625,5978.39013671875,5975.52978515625,5978.0,5978.0,7786280
2024-11-14 10:05:00-05:00,5977.97998046875,5979.0400390625,5975.93994140625,5977.669921875,5977.669921875,7243796
2024-11-14 10:06:00-05:00,5977.58984375,5977.58984375,5975.81982421875,5976.5400390625,5976.5400390625,6245747
2024-11-14 10:07:00-05:00,5976.39990234375,5979.1298828125,5975.31005859375,5979.1298828125,5979.1298828125,6279830
2024-11-14 10:08:00-05:00,5979.22998046875,5980.7099609375,5979.02978515625,5979.259765625,5979.259765625,6559815
2024-11-14 10:09:00-05:00,5979.16015625,5979.16015625,5975.990234375,5975.990234375,5975.990234375,6639300
2024-11-14 10:10:00-05:00,5976.14990234375,5977.8798828125,5975.68994140625,5976.52978515625,5976.52978515625,6831820
2024-11-14 10:11:00-05:00,5976.5,5977.39013671875,5976.4599609375,5977.2001953125,5977.2001953125,0
2024-11-14 10:12:00-05:00,5975.7998046875,5976.3701171875,5974.56982421875,5974.6201171875,5974.6201171875,407758671
2024-11-14 10:13:00-05:00,5974.64990234375,5978.18994140625,5974.64990234375,5977.18994140625,5977.18994140625,7503749
2024-11-14 10:14:00-05:00,5977.2099609375,5978.18017578125,5976.3798828125,5977.990234375,5977.990234375,6135637
2024-11-14 10:15:00-05:00,5977.93017578125,5978.490234375,5976.8701171875,5977.0498046875,5977.0498046875,5755092
2024-11-14 10:16:00-05:00,5977.0,5977.3701171875,5975.8798828125,5975.8798828125,5975.8798828125,6358852
2024-11-14 10:17:00-05:00,5975.81005859375,5976.259765625,5974.7998046875,5975.39990234375,5975.39990234375,6328121
2024-11-14 10:18:00-05:00,5975.64990234375,5976.080078125,5971.06005859375,5971.06005859375,5971.06005859375,7402329
2024-11-14 10:19:00-05:00,5971.2998046875,5971.68017578125,5967.240234375,5967.240234375,5967.240234375,7315998
2024-11-14 10:20:00-05:00,5967.08984375,5972.0498046875,5967.08984375,5970.6201171875,5970.6201171875,6826672
2024-11-14 10:21:00-05:00,5970.5,5971.31005859375,5969.669921875,5971.2099609375,5971.2099609375,5255418
2024-11-14 10:22:00-05:00,5971.27001953125,5972.0400390625,5970.2998046875,5972.0400390625,5972.0400390625,5237218
2024-11-14 10:23:00-05:00,5972.18017578125,5972.18017578125,5969.81005859375,5969.81005859375,5969.81005859375,5062038
2024-11-14 10:24:00-05:00,5969.7900390625,5971.25,5969.7900390625,5970.1201171875,5970.1201171875,5185720
2024-11-14 10:25:00-05:00,5969.919921875,5972.7998046875,5969.919921875,5972.02978515625,5972.02978515625,5003230
2024-11-14 10:26:00-05:00,5972.06005859375,5972.85009765625,5971.14013671875,5972.77978515625,5972.77978515625,5405182
2024-11-14 10:27:00-05:00,5972.64013671875,5975.22998046875,5972.64013671875,5975.2099609375,5975.2099609375,5499250
2024-11-14 10:28:00-05:00,5975.2900390625,5976.56005859375,5974.85986328125,5976.56005859375,5976.56005859375,5537426
2024-11-14 10:29:00-05:00,5976.7900390625,5979.740234375,5976.419921875,5979.39990234375,5979.39990234375,5779385
2024-11-14 10:30:00-05:00,5979.52978515625,5979.52978515625,5978.41015625,5978.97021484375,5978.97021484375,5189903
2024-11-14 10:31:00-05:00,5978.919921875,5979.22021484375,5977.919921875,5978.43994140625,5978.43994140625,4675609
2024-11-14 10:32:00-05:00,5978.259765625,5978.3701171875,5975.7900390625,5975.81005859375,5975.81005859375,4545078
2024-11-14 10:33:00-05:00,5975.72021484375,5978.33984375,5975.68994140625,5978.33984375,5978.33984375,5389910
2024-11-14 10:34:00-05:00,5978.10009765625,5979.56005859375,5978.10009765625,5979.08984375,5979.08984375,4667434
2024-11-14 10:35:00-05:00,5979.02978515625,5979.97021484375,5978.47998046875,5979.5498046875,5979.5498046875,4555404
2024-11-14 10:36:00-05:00,5979.259765625,5981.83984375,5979.2099609375,5981.56005859375,5981.56005859375,4817092
2024-11-14 10:37:00-05:00,5981.7001953125,5982.93017578125,5981.64990234375,5982.8701171875,5982.8701171875,4345955
2024-11-14 10:38:00-05:00,5982.81982421875,5982.83984375,5981.1201171875,5982.39013671875,5982.39013671875,5288578
2024-11-14 10:39:00-05:00,5982.43017578125,5982.43017578125,5980.9501953125,5982.33984375,5982.33984375,4509381
2024-11-14 10:40:00-05:00,5982.3701171875,5983.2001953125,5981.68017578125,5982.43994140625,5982.43994140625,4685292
2024-11-14 10:41:00-05:00,5982.47998046875,5982.85009765625,5981.169921875,5981.2099609375,5981.2099609375,5825639
2024-11-14 10:42:00-05:00,5981.18017578125,5982.16015625,5981.0498046875,5981.6201171875,5981.6201171875,4267124
2024-11-14 10:43:00-05:00,5981.580078125,5982.4599609375,5981.580078125,5982.35986328125,5982.35986328125,4411069
2024-11-14 10:44:00-05:00,5982.419921875,5984.27978515625,5982.2001953125,5984.10986328125,5984.10986328125,5318392
2024-11-14 10:45:00-05:00,5984.16015625,5984.259765625,5982.85986328125,5983.83984375,5983.83984375,4558073
2024-11-14 10:46:00-05:00,5983.91015625,5983.91015625,5982.89990234375,5982.97021484375,5982.97021484375,4188155
2024-11-14 10:47:00-05:00,5983.009765625,5984.490234375,5982.9599609375,5983.43994140625,5983.43994140625,5033647
2024-11-14 10:48:00-05:00,5983.39013671875,5983.91015625,5982.89013671875,5982.9599609375,5982.9599609375,3780791
2024-11-14 10:49:00-05:00,5983.080078125,5984.0400390625,5982.58984375,5983.93017578125,5983.93017578125,4181902
2024-11-14 10:50:00-05:00,5983.83984375,5984.08984375,5982.64013671875,5982.68017578125,5982.68017578125,4741577
2024-11-14 10:51:00-05:00,5982.64013671875,5983.16015625,5981.580078125,5981.830078125,5981.830078125,4587590
2024-11-14 10:52:00-05:00,5981.64013671875,5982.97998046875,5981.2099609375,5982.830078125,5982.830078125,4642781
2024-11-14 10:53:00-05:00,5982.830078125,5984.85009765625,5982.830078125,5984.509765625,5984.509765625,4448343
2024-11-14 10:54:00-05:00,5984.52978515625,5984.72021484375,5981.830078125,5982.10986328125,5982.10986328125,4394132
2024-11-14 10:55:00-05:00,5982.0498046875,5982.740234375,5981.490234375,5981.919921875,5981.919921875,4534437
2024-11-14 10:56:00-05:00,5981.89013671875,5982.2099609375,5978.39013671875,5978.39013671875,5978.39013671875,4967789
2024-11-14 10:57:00-05:00,5978.259765625,5978.97021484375,5978.16015625,5978.97021484375,5978.97021484375,4884584
2024-11-14 10:58:00-05:00,5979.0498046875,5979.7998046875,5977.759765625,5978.169921875,5978.169921875,5266915
2024-11-14 10:59:00-05:00,5978.259765625,5978.5,5975.8798828125,5977.080078125,5977.080078125,5265901
2024-11-14 11:00:00-05:00,5977.27978515625,5979.22998046875,5976.25,5978.72998046875,5978.72998046875,5278732
2024-11-14 11:01:00-05:00,5978.93994140625,5979.5498046875,5978.60009765625,5979.16015625,5979.16015625,4315253
2024-11-14 11:02:00-05:00,5979.02001953125,5979.169921875,5976.52978515625,5976.7900390625,5976.7900390625,5610330
2024-11-14 11:03:00-05:00,5976.8701171875,5976.8701171875,5974.6298828125,5974.6298828125,5974.6298828125,5535993
2024-11-14 11:04:00-05:00,5974.7001953125,5974.97021484375,5974.1298828125,5974.97021484375,5974.97021484375,3022305
2024-11-14 11:06:00-05:00,5975.64990234375,5978.240234375,5975.47021484375,5978.1298828125,5978.1298828125,10919077
2024-11-14 11:07:00-05:00,5978.08984375,5978.08984375,5977.8798828125,5977.8798828125,5977.8798828125,0
2024-11-14 11:08:00-05:00,5977.4501953125,5977.5,5977.1201171875,5977.2099609375,5977.2099609375,691627808
2024-11-14 11:09:00-05:00,5976.669921875,5977.9501953125,5976.5400390625,5977.490234375,5977.490234375,0
2024-11-14 11:10:00-05:00,5977.8798828125,5978.14013671875,5977.8798828125,5978.02001953125,5978.02001953125,702197321
2024-11-14 11:11:00-05:00,5977.759765625,5977.759765625,5976.3701171875,5976.3701171875,5976.3701171875,2038860
2024-11-14 11:13:00-05:00,5978.2099609375,5978.89990234375,5978.2099609375,5978.740234375,5978.740234375,10254980
2024-11-14 11:14:00-05:00,5978.77978515625,5979.240234375,5978.77978515625,5979.240234375,5979.240234375,0
