Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,59.599998474121094,60.119998931884766,59.599998474121094,60.040000915527344,54.67741012573242,8432600
2020-01-03,58.970001220703125,58.97999954223633,58.040000915527344,58.060001373291016,52.87425231933594,10546400
2020-01-06,57.599998474121094,57.689998626708984,57.130001068115234,57.38999938964844,52.26408767700195,8897200
2020-01-07,57.45000076293945,58.599998474121094,56.7400016784668,58.31999969482422,53.111026763916016,7444300
2020-01-08,58.189998626708984,58.97999954223633,58.11000061035156,58.75,53.50261306762695,5381500
2020-01-09,59.689998626708984,59.709999084472656,58.70000076293945,59.22999954223633,53.93974685668945,5112700
2020-01-10,59.70000076293945,59.70000076293945,58.77000045776367,58.86000061035156,53.60279083251953,4807700
2020-01-13,60.150001525878906,60.15999984741211,59.45000076293945,60.060001373291016,54.695613861083984,6613700
2020-01-14,60.15999984741211,60.63999938964844,59.91999816894531,60.31999969482422,54.932395935058594,6715200
2020-01-15,59.66999816894531,59.70000076293945,58.2599983215332,58.38999938964844,53.17477035522461,10075100
2020-01-16,59.20000076293945,59.689998626708984,58.29999923706055,58.75,53.50261306762695,11215700
2020-01-17,58.63999938964844,58.75,58.0099983215332,58.58000183105469,53.347808837890625,8125700
2020-01-21,57.9900016784668,59.0,57.470001220703125,58.2400016784668,53.03818130493164,9873700
2020-01-22,58.900001525878906,58.939998626708984,58.31999969482422,58.349998474121094,53.13835525512695,8124500
2020-01-23,57.86000061035156,58.06999969482422,56.619998931884766,57.47999954223633,52.34605407714844,9999200
2020-01-24,58.09000015258789,58.13999938964844,57.459999084472656,57.72999954223633,52.57372283935547,10402200
2020-01-27,55.619998931884766,55.9900016784668,55.060001373291016,55.2599983215332,50.32433319091797,9675500
2020-01-28,55.72999954223633,57.119998931884766,55.47999954223633,57.09000015258789,51.99089050292969,8124400
2020-01-29,57.52000045776367,57.52000045776367,56.849998474121094,57.189998626708984,52.08195495605469,7693400
2020-01-30,55.08000183105469,56.040000915527344,55.060001373291016,55.79999923706055,50.816104888916016,10295700
2020-01-31,55.43000030517578,55.47999954223633,53.599998474121094,53.939998626708984,49.12222671508789,13467200
2020-02-03,54.349998474121094,54.939998626708984,54.13999938964844,54.77000045776367,49.87810134887695,9594300
2020-02-04,56.91999816894531,57.63999938964844,56.900001525878906,57.52000045776367,52.382476806640625,12746600
2020-02-05,58.099998474121094,58.150001525878906,57.16999816894531,57.91999816894531,52.74674987792969,6594400
2020-02-06,58.27000045776367,58.279998779296875,57.279998779296875,58.02000045776367,52.83781814575195,4236300
2020-02-07,57.13999938964844,57.13999938964844,56.060001373291016,56.20000076293945,51.18037033081055,6808400
2020-02-10,56.439998626708984,57.04999923706055,56.34000015258789,57.02000045776367,51.92713928222656,4281200
2020-02-11,57.95000076293945,58.900001525878906,57.810001373291016,58.65999984741211,53.42066192626953,6523200
2020-02-12,59.25,59.75,58.900001525878906,59.630001068115234,54.304019927978516,5962900
2020-02-13,59.130001068115234,59.70000076293945,58.7400016784668,59.33000183105469,54.03081512451172,6460100
2020-02-14,59.02000045776367,59.16999816894531,57.869998931884766,58.189998626708984,52.99263000488281,6932400
2020-02-18,56.099998474121094,56.560001373291016,55.630001068115234,56.18000030517578,51.162166595458984,10989000
2020-02-19,57.25,57.939998626708984,57.0,57.63999938964844,52.491756439208984,7866300
2020-02-20,56.939998626708984,57.040000915527344,55.810001373291016,56.47999954223633,51.43537139892578,7192900
2020-02-21,56.650001525878906,56.650001525878906,55.52000045776367,55.59000015258789,50.62485885620117,6816600
2020-02-24,53.54999923706055,54.689998626708984,53.18000030517578,54.119998931884766,49.286155700683594,9968800
2020-02-25,55.33000183105469,55.470001220703125,53.83000183105469,53.86000061035156,49.049373626708984,12670700
2020-02-26,54.4900016784668,55.40999984741211,54.380001068115234,55.029998779296875,50.11487579345703,10969300
2020-02-27,54.20000076293945,54.599998474121094,53.27000045776367,53.290000915527344,48.530296325683594,11878900
2020-02-28,51.349998474121094,54.04999923706055,51.0,53.84000015258789,49.031166076660156,13604500
2020-03-02,54.369998931884766,56.0099983215332,53.83000183105469,55.97999954223633,50.98003387451172,13797700
2020-03-03,56.29999923706055,56.369998931884766,54.040000915527344,54.880001068115234,49.978275299072266,14661800
2020-03-04,55.970001220703125,57.09000015258789,55.54999923706055,57.08000183105469,51.98177719116211,9878200
2020-03-05,56.11000061035156,56.38999938964844,55.25,55.72999954223633,50.752357482910156,10004200
2020-03-06,54.599998474121094,55.08000183105469,53.970001220703125,55.06999969482422,50.15130615234375,12971200
2020-03-09,51.54999923706055,54.13999938964844,51.060001373291016,51.83000183105469,47.200687408447266,13781100
2020-03-10,53.709999084472656,54.619998931884766,52.4900016784668,54.5099983215332,49.64131546020508,11698700
2020-03-11,53.11000061035156,53.560001373291016,52.09000015258789,52.2400016784668,47.574073791503906,14498000
2020-03-12,49.65999984741211,50.9900016784668,48.5099983215332,48.689998626708984,44.341148376464844,15942200
2020-03-13,51.900001525878906,52.459999084472656,49.290000915527344,52.22999954223633,47.56496047973633,14948700
2020-03-16,46.34000015258789,48.349998474121094,44.900001525878906,44.900001525878906,40.8896598815918,16628200
2020-03-17,45.75,48.560001373291016,45.029998779296875,48.540000915527344,44.204559326171875,13415700
2020-03-18,43.79999923706055,46.09000015258789,43.2599983215332,44.369998931884766,40.407005310058594,15018500
2020-03-19,43.7400016784668,45.18000030517578,42.70000076293945,43.88999938964844,40.349082946777344,11182600
2020-03-20,48.02000045776367,48.279998779296875,44.47999954223633,44.529998779296875,40.93744659423828,14157700
2020-03-23,45.119998931884766,45.61000061035156,43.52000045776367,45.2599983215332,41.60854721069336,10508600
2020-03-24,48.0,48.91999816894531,47.5,48.869998931884766,44.92730712890625,12216200
2020-03-25,49.29999923706055,50.04999923706055,48.04999923706055,49.0,45.046817779541016,9796600
2020-03-26,49.099998474121094,50.459999084472656,48.91999816894531,49.869998931884766,45.84663772583008,10577500
2020-03-27,47.22999954223633,48.09000015258789,46.5099983215332,46.90999984741211,43.12544250488281,12158500
2020-03-30,47.18000030517578,48.15999984741211,46.77000045776367,47.81999969482422,43.9620246887207,8428300
2020-03-31,47.79999923706055,49.029998779296875,47.65999984741211,47.790000915527344,43.934444427490234,9595700
2020-04-01,46.83000183105469,47.560001373291016,46.29999923706055,46.5099983215332,42.75769805908203,8755200
2020-04-02,46.91999816894531,48.220001220703125,46.61000061035156,48.130001068115234,44.247013092041016,6174700
2020-04-03,47.790000915527344,48.150001525878906,46.779998779296875,47.060001373291016,43.26333999633789,5486200
2020-04-06,48.630001068115234,50.099998474121094,48.5099983215332,49.970001220703125,45.938568115234375,7370300
2020-04-07,51.290000915527344,51.31999969482422,49.65999984741211,49.720001220703125,45.70873260498047,6568700
2020-04-08,50.209999084472656,50.599998474121094,49.540000915527344,50.27000045776367,46.214359283447266,6325900
2020-04-09,50.279998779296875,50.65999984741211,47.720001220703125,48.33000183105469,44.430877685546875,12274000
2020-04-13,48.7400016784668,49.09000015258789,47.959999084472656,48.75,44.816986083984375,9873200
