Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,302.20867919921875,59151200
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,299.9202880859375,77709700
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,301.064453125,55653900
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,300.218017578125,40496400
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,301.8179931640625,68296000
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,303.8645324707031,48473300
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,302.9900207519531,53029300
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,305.07379150390625,47086800
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,304.608642578125,62832800
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,305.29705810546875,72056600
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,307.8367004394531,54050300
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,308.7947692871094,95846000
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,308.1900634765625,77742400
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,308.2273254394531,48914900
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,308.580810546875,51963000
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,305.83660888671875,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,300.93426513671875,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,304.087646484375,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,303.8365478515625,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,304.8226318359375,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,299.28765869140625,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,301.5108947753906,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,306.1062927246094,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,309.64129638671875,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,310.68316650390625,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,309.02728271484375,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,311.3343505859375,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,311.8738098144531,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,313.8832092285156,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,313.54833984375,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,314.0506591796875,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,313.2413635253906,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,314.73907470703125,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,313.44598388671875,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,310.2180480957031,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,299.9295349121094,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,290.8410339355469,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,289.7712707519531,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,276.757080078125,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,275.5943603515625,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,287.52935791015625,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,279.2967834472656,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,291.0364074707031,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,281.36181640625,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,276.71063232421875,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,255.1011199951172,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,268.3012390136719,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,255.2220001220703,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,230.8030548095703,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,250.5335235595703,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,223.11924743652344,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,235.16590881347656,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,223.25877380371094,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,223.7332000732422,289322000
