Datetime,Open,High,Low,Close,Adj Close,Volume
2024-11-11 09:30:00-05:00,225.05499267578125,225.6999969482422,224.85000610351562,225.0399932861328,225.0399932861328,1633576
2024-11-11 09:31:00-05:00,225.04010009765625,225.3699951171875,224.97000122070312,225.00999450683594,225.00999450683594,244722
2024-11-11 09:32:00-05:00,225.02000427246094,225.16000366210938,224.64999389648438,224.77000427246094,224.77000427246094,213992
2024-11-11 09:33:00-05:00,224.8000030517578,224.83999633789062,224.1300048828125,224.2100067138672,224.2100067138672,339380
2024-11-11 09:34:00-05:00,224.1999969482422,224.38999938964844,223.83999633789062,223.85009765625,223.85009765625,362967
2024-11-11 09:35:00-05:00,223.8699951171875,224.3397979736328,223.75,223.86000061035156,223.86000061035156,352739
2024-11-11 09:36:00-05:00,223.86000061035156,224.10000610351562,223.7449951171875,223.77999877929688,223.77999877929688,239013
2024-11-11 09:37:00-05:00,223.78500366210938,224.1699981689453,223.77999877929688,223.99000549316406,223.99000549316406,194530
2024-11-11 09:38:00-05:00,224.0,224.30999755859375,223.97000122070312,224.13999938964844,224.13999938964844,163787
2024-11-11 09:39:00-05:00,224.08999633789062,224.3699951171875,224.07000732421875,224.13999938964844,224.13999938964844,166623
2024-11-11 09:40:00-05:00,224.1553955078125,224.3300018310547,224.0800018310547,224.14999389648438,224.14999389648438,186617
2024-11-11 09:41:00-05:00,224.13040161132812,224.25999450683594,223.92010498046875,223.99000549316406,223.99000549316406,177796
2024-11-11 09:42:00-05:00,223.9803924560547,224.0500030517578,223.86000061035156,223.94000244140625,223.94000244140625,172075
2024-11-11 09:43:00-05:00,223.94500732421875,224.08999633789062,223.92999267578125,224.03280639648438,224.03280639648438,132679
2024-11-11 09:44:00-05:00,224.02000427246094,224.32000732421875,223.99000549316406,224.19000244140625,224.19000244140625,232255
2024-11-11 09:45:00-05:00,224.19000244140625,224.6199951171875,223.9600067138672,224.5500946044922,224.5500946044922,804003
2024-11-11 09:46:00-05:00,224.5749969482422,224.6300048828125,224.2100067138672,224.38999938964844,224.38999938964844,176307
2024-11-11 09:47:00-05:00,224.3699951171875,224.49000549316406,224.17999267578125,224.2899932861328,224.2899932861328,234631
2024-11-11 09:48:00-05:00,224.27999877929688,224.27999877929688,223.9398956298828,223.97999572753906,223.97999572753906,177459
2024-11-11 09:49:00-05:00,223.97999572753906,224.15370178222656,223.9199981689453,223.9199981689453,223.9199981689453,102368
2024-11-11 09:50:00-05:00,223.92999267578125,224.0,223.77000427246094,223.80499267578125,223.80499267578125,112029
2024-11-11 09:53:00-05:00,223.6300048828125,223.66000366210938,223.46009826660156,223.47000122070312,223.47000122070312,596400
2024-11-11 09:54:00-05:00,223.46009826660156,223.52999877929688,223.3249969482422,223.41000366210938,223.41000366210938,135437
2024-11-11 09:55:00-05:00,223.42750549316406,223.44500732421875,223.2899932861328,223.33009338378906,223.33009338378906,167832
2024-11-11 09:56:00-05:00,223.33999633789062,223.4199981689453,223.0,223.1999053955078,223.1999053955078,238357
2024-11-11 09:57:00-05:00,223.19720458984375,223.22999572753906,222.77000427246094,222.77000427246094,222.77000427246094,195876
2024-11-11 09:58:00-05:00,222.78500366210938,223.0,222.78500366210938,222.97169494628906,222.97169494628906,143774
2024-11-11 09:59:00-05:00,222.97000122070312,222.99989318847656,222.85000610351562,222.89500427246094,222.89500427246094,146851
2024-11-11 10:00:00-05:00,222.89999389648438,223.05990600585938,222.89999389648438,222.9199981689453,222.9199981689453,166337
2024-11-11 10:01:00-05:00,222.9149932861328,223.1197052001953,222.8636016845703,223.02000427246094,223.02000427246094,150326
2024-11-11 10:02:00-05:00,223.02999877929688,223.08999633789062,222.94000244140625,222.96499633789062,222.96499633789062,123325
2024-11-11 10:03:00-05:00,222.96499633789062,223.0876007080078,222.88009643554688,223.00990295410156,223.00990295410156,127238
2024-11-11 10:04:00-05:00,223.00869750976562,223.27349853515625,222.97999572753906,223.2100067138672,223.2100067138672,125009
2024-11-11 10:05:00-05:00,223.2100067138672,223.25,223.10000610351562,223.14500427246094,223.14500427246094,144315
2024-11-11 10:06:00-05:00,223.14500427246094,223.2449951171875,223.05499267578125,223.2100067138672,223.2100067138672,116019
2024-11-11 10:07:00-05:00,223.18499755859375,223.25999450683594,223.13999938964844,223.19000244140625,223.19000244140625,105821
2024-11-11 10:08:00-05:00,223.19500732421875,223.26499938964844,223.13999938964844,223.1999969482422,223.1999969482422,94512
2024-11-11 10:09:00-05:00,223.27000427246094,223.3800048828125,223.24000549316406,223.27999877929688,223.27999877929688,129817
2024-11-11 10:10:00-05:00,223.27999877929688,223.43829345703125,223.27999877929688,223.38499450683594,223.38499450683594,87735
2024-11-11 10:11:00-05:00,223.38499450683594,223.46499633789062,223.35000610351562,223.46499633789062,223.46499633789062,140534
2024-11-11 10:12:00-05:00,223.4499969482422,223.49000549316406,223.24000549316406,223.26499938964844,223.26499938964844,98596
2024-11-11 10:13:00-05:00,223.27000427246094,223.2899932861328,223.1199951171875,223.28460693359375,223.28460693359375,96628
2024-11-11 10:14:00-05:00,223.28500366210938,223.3300018310547,223.02999877929688,223.08990478515625,223.08990478515625,94796
2024-11-11 10:15:00-05:00,223.0800018310547,223.08990478515625,222.89999389648438,222.99000549316406,222.99000549316406,121303
2024-11-11 10:16:00-05:00,223.0,223.07000732421875,222.9499969482422,222.99000549316406,222.99000549316406,64689
2024-11-11 10:17:00-05:00,222.97999572753906,223.0800018310547,222.97000122070312,223.06239318847656,223.06239318847656,54306
2024-11-11 10:18:00-05:00,223.0800018310547,223.2100067138672,223.0800018310547,223.2100067138672,223.2100067138672,64505
2024-11-11 10:19:00-05:00,223.2050018310547,223.27999877929688,223.17999267578125,223.27499389648438,223.27499389648438,56870
2024-11-11 10:20:00-05:00,223.27499389648438,223.35000610351562,223.1199951171875,223.13999938964844,223.13999938964844,86048
2024-11-11 10:21:00-05:00,223.16000366210938,223.19000244140625,222.90499877929688,222.9532928466797,222.9532928466797,116062
2024-11-11 10:22:00-05:00,222.9550018310547,223.05999755859375,222.94000244140625,222.94500732421875,222.94500732421875,96405
2024-11-11 10:23:00-05:00,222.94000244140625,223.14999389648438,222.82000732421875,223.0800018310547,223.0800018310547,130901
2024-11-11 10:24:00-05:00,223.05999755859375,223.1699981689453,223.02999877929688,223.10760498046875,223.10760498046875,67656
2024-11-11 10:25:00-05:00,223.11000061035156,223.1300048828125,222.9600067138672,222.96470642089844,222.96470642089844,75510
2024-11-11 10:26:00-05:00,222.96499633789062,223.05499267578125,222.94000244140625,223.02000427246094,223.02000427246094,73145
2024-11-11 10:27:00-05:00,223.0050048828125,223.02000427246094,222.85000610351562,222.89999389648438,222.89999389648438,192331
2024-11-11 10:28:00-05:00,222.9199981689453,222.92999267578125,222.83999633789062,222.85499572753906,222.85499572753906,78779
